project_id,country,region,project_name,developer,business_model,status,year_announced,operation_year,city,state_province,latitude,longitude,grid_interconnection,number_of_mini_grids,installed_or_planned,total_connections,household_connections,business_connections,public_institution_connections,productive_use_connections,total_people_reported,first_time_access,improved_connection,direct_or_indirect_classification,tier_level,total_installed_capacity,total_planned_capacity,solar_pv_capacity,wind_capacity,hydro_capacity,biomass_capacity,diesel_hfo_capacity,other_capacity,storage_included,battery_capacity,battery_chemistry_type,total_project_cost,equity,debt,grant,public_financing,private_financing,results_based_financing_rbf,blended_finance_component,primary_investor_financier_name,investment_date,time_from_approval_to_disbursement,annual_output,delivered_energy,load_factor,climate_resilient,productive_use_enabled,gender_targeted_component,fragile_fcv_context,capacity_per_mini_grid,connections_per_mini_grid,capacity_per_connection,cost_per_connection,cost_per_kw,people_per_connection,implied_investment_per_person,time_proposal_submission_to_site_award,time_site_award_to_contract_signature,time_contract_signature_to_financial_close,time_purchase_order_to_equipment_arrival,time_equipment_arrival_to_commissioning,time_to_reach_50_plus_customer_connections,regulatory_approval_timeline,annual_minigrids_commissioned_country,rise_score_mini_grid_sub_index,doing_business_score_ranking,policy_regulatory_framework_status,mobile_network_coverage,internet_availability,rural_digital_payment_infrastructure,om_training_provided,training_provider,number_of_personnel_trained,post_training_employment_rate,sources,analyst_notes,source_url,data_quality_rating,extraction_timestamp
,Senegal,,Senegal Rural Mini-Grid Project,Asantys System GmbH,,Planned,2023,,,,,,N,120,planned,24000,24000,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,"[{""source_type"": ""url"", ""url"": ""https://www.pvknowhow.com/countries/senegal/turnkey-50mw-solar-factory-senegal/""}]",,https://www.pvknowhow.com/countries/senegal/turnkey-50mw-solar-factory-senegal/,2,2026-05-29T15:03:33.386991
,Senegal,,Senegal Mini-Grid Fleet (Aggregate),,,Operational,,,,,,,,1200,installed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""source_type"": ""url"", ""url"": ""https://rise.esmap.org/country/senegal""}]",,https://rise.esmap.org/country/senegal,1,2026-05-29T15:03:33.387979
,Senegal,Eastern Province,15 Solar Mini-Grids in Eastern Province,ENGIE Energy Access,Utility model,Under Construction,2024,2024,"Lusinde, Kandongwa, Nyimba Mwana, Chidiwa, Chataika, Kanyanga, Petulo, Kasamba, Mphole, Mung’omba, Kalambana, Mtore, Kondwelani, Lunga, Luamphande",Eastern Province,,,N,15,Planned,,,,,,,Y,N,direct,,,,,,,,,,Y,,,,,,,,,,,"11th European Development Fund, European Union",,,,,,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,,N,,,,"[{""source_type"": ""url"", ""url"": ""https://www.ruralelec.org/off-grid-energy-leader-engie-energy-access-launches-15-solar-mini-grids-in-zambia-targets-60-by-2025/""}]",,https://www.ruralelec.org/off-grid-energy-leader-engie-energy-access-launches-15-solar-mini-grids-in-zambia-targets-60-by-2025/,2,2026-05-29T15:03:33.388580
,Senegal,,IAEREP Programme - 60 Mini-Grids,ENGIE Energy Access,Utility model,Planned,2023,2025,,five provinces,,,N,60,Planned,,,,,,40000,Y,N,direct,,,,,,,,,,Y,,,,,7500000.0,,,7500000.0,,,"Facility for Energy Inclusion (FEI), 11th European Development Fund, European Union",2023,,,,,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,,N,,,,"[{""source_type"": ""url"", ""url"": ""https://www.ruralelec.org/off-grid-energy-leader-engie-energy-access-launches-15-solar-mini-grids-in-zambia-targets-60-by-2025/""}]",,https://www.ruralelec.org/off-grid-energy-leader-engie-energy-access-launches-15-solar-mini-grids-in-zambia-targets-60-by-2025/,2,2026-05-29T15:03:33.389370
,Senegal,,Chitandika Mini-Grid,ENGIE Energy Access,,Operational,,,Chitandika,,,,N,1,Installed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,N,,,,"[{""source_type"": ""url"", ""url"": ""https://www.ruralelec.org/off-grid-energy-leader-engie-energy-access-launches-15-solar-mini-grids-in-zambia-targets-60-by-2025/""}]",,https://www.ruralelec.org/off-grid-energy-leader-engie-energy-access-launches-15-solar-mini-grids-in-zambia-targets-60-by-2025/,2,2026-05-29T15:03:33.389832
,Senegal,,ASER300,Asantis Systems GmbH,,Under Construction,,,,,,,,,Planned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""source_type"": ""url"", ""url"": ""https://www.world-energy.org/article/33290.html""}]",,https://www.world-energy.org/article/33290.html,2,2026-05-29T15:10:50.277704
,Senegal,,Asantys Systems Senegal Pilot,Asantys Systems,,Operational,2020,2021,,,,,N,6,Installed,,,,,,,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,,,,,,,,,,,,,,,,,dedicated minigrid regulation,,,,,,,,"[{""source_type"": ""url"", ""url"": ""https://www.world-energy.org/article/33290.html""}]",,https://www.world-energy.org/article/33290.html,2,2026-05-29T15:10:50.278438
,Senegal,,Africa’s largest mini-grid and rural electrification project,Sun Africa,,Planned,2021,,,"Namibe, Cuando Cubango, Huila and Cunene",,,,,Planned,,,,,,,Y,,,,,,,,,,,,,,,1500000000.0,,,,,,,,U.S. Exim Bank,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""source_type"": ""url"", ""url"": ""https://hawilti.com/category/energy/solar/page/2/""}]",,https://hawilti.com/category/energy/solar/page/2/,2,2026-05-29T15:10:50.278877
,Senegal,,Projet Eril Cogelec,Cogelec,,Planned,,,,,,,,5,Planned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""source_type"": ""pdf"", ""file_path"": ""C:\\Users\\bgano\\Desktop\\project\\agentic pipeline\\reports\\Ministère du Pétrole et des Energies.pdf""}]",,fr,file://C:\Users\bgano\Desktop\project\agentic pipeline\reports\Ministère du Pétrole et des Energies.pdf,2,2026-05-29T15:41:57.885248
,Senegal,,UE Facility II,,,Planned,,,,,,,,70,Planned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,European Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""source_type"": ""pdf"", ""file_path"": ""C:\\Users\\bgano\\Desktop\\project\\agentic pipeline\\reports\\Ministère du Pétrole et des Energies.pdf""}]",,fr,file://C:\Users\bgano\Desktop\project\agentic pipeline\reports\Ministère du Pétrole et des Energies.pdf,1,2026-05-29T15:41:57.885887
,Senegal,,Abu Dhabi Fund / IRENA Project,,,Planned,,,,,,,,30,Planned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Abu Dhabi Fund, IRENA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""source_type"": ""pdf"", ""file_path"": ""C:\\Users\\bgano\\Desktop\\project\\agentic pipeline\\reports\\Ministère du Pétrole et des Energies.pdf""}]",,fr,file://C:\Users\bgano\Desktop\project\agentic pipeline\reports\Ministère du Pétrole et des Energies.pdf,1,2026-05-29T15:41:57.887135
,Senegal,,BID-BOAD-ECREEE Project,,,Planned,,,,,,,,188,Planned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BID, BOAD, ECREEE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""source_type"": ""pdf"", ""file_path"": ""C:\\Users\\bgano\\Desktop\\project\\agentic pipeline\\reports\\Ministère du Pétrole et des Energies.pdf""}]",,fr,file://C:\Users\bgano\Desktop\project\agentic pipeline\reports\Ministère du Pétrole et des Energies.pdf,1,2026-05-29T15:41:57.888048
,Senegal,,PUDC phase 1,State,,Planned,,,,,,,,110,Planned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""source_type"": ""pdf"", ""file_path"": ""C:\\Users\\bgano\\Desktop\\project\\agentic pipeline\\reports\\Ministère du Pétrole et des Energies.pdf""}]",,fr,file://C:\Users\bgano\Desktop\project\agentic pipeline\reports\Ministère du Pétrole et des Energies.pdf,2,2026-05-29T15:41:57.888598
,Senegal,,PUDC phase 2,,,Planned,,,,,,,,22,Planned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""source_type"": ""pdf"", ""file_path"": ""C:\\Users\\bgano\\Desktop\\project\\agentic pipeline\\reports\\Ministère du Pétrole et des Energies.pdf""}]",,fr,file://C:\Users\bgano\Desktop\project\agentic pipeline\reports\Ministère du Pétrole et des Energies.pdf,1,2026-05-29T15:41:57.889251
,Senegal,,GAUFF Engineering Project,GAUFF Engineering,,Planned,,,,,,,,300,Planned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""source_type"": ""pdf"", ""file_path"": ""C:\\Users\\bgano\\Desktop\\project\\agentic pipeline\\reports\\Ministère du Pétrole et des Energies.pdf""}]",,fr,file://C:\Users\bgano\Desktop\project\agentic pipeline\reports\Ministère du Pétrole et des Energies.pdf,2,2026-05-29T15:41:57.890141
,Senegal,Sédhiou,ERSEN/PASES,,,Operational,,2017,,,,,,97,Installed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERACOD/ENDEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""source_type"": ""pdf"", ""file_path"": ""C:\\Users\\bgano\\Desktop\\project\\agentic pipeline\\reports\\Ministère du Pétrole et des Energies.pdf""}]",,fr,file://C:\Users\bgano\Desktop\project\agentic pipeline\reports\Ministère du Pétrole et des Energies.pdf,2,2026-05-29T15:41:57.891156
,Senegal,Saint-Louis,Concession de Saint-Louis-Dagana-Podor,Oolu Solar,Concession,Operational,,2018,,,,,N,111,Installed,13100,13100,,,,,,,,,1600.0,,1600.0,,,,,,Y,,,,,,,,,,,,,,,,,,,,,14.4144,118.018,122.1374,,,,,,,,,,,,,,,,,,,,,,,"[{""source_type"": ""pdf"", ""file_path"": ""C:\\Users\\bgano\\Desktop\\project\\agentic pipeline\\reports\\Senegal_ Aser_ DEVELOPMENT OF AN OPERATIONAL PLAN FOR THE IMPLEMENTATION OF THE “ACCES UNIVERSEL-SE4ALL” RURAL ELECTRIFICATION PROGRAM.pdf""}]",,fr,file://C:\Users\bgano\Desktop\project\agentic pipeline\reports\Senegal_ Aser_ DEVELOPMENT OF AN OPERATIONAL PLAN FOR THE IMPLEMENTATION OF THE “ACCES UNIVERSEL-SE4ALL” RURAL ELECTRIFICATION PROGRAM.pdf,3,2026-05-29T15:41:57.891721
,Senegal,Kaffrine; Tambacounda; Kédougou,Concession de Kaffrine-Tambacounda-Kédougou,ERS,Concession,Operational,,2018,,,,,N,101,Installed,12000,12000,,,,,,,,,1500.0,,1500.0,,,,,,Y,,,,,,,,,,,,,,,,,,,,,14.8515,118.8119,125.0,,,,,,,,,,,,,,,,,,,,,,,"[{""source_type"": ""pdf"", ""file_path"": ""C:\\Users\\bgano\\Desktop\\project\\agentic pipeline\\reports\\Senegal_ Aser_ DEVELOPMENT OF AN OPERATIONAL PLAN FOR THE IMPLEMENTATION OF THE “ACCES UNIVERSEL-SE4ALL” RURAL ELECTRIFICATION PROGRAM.pdf""}]",,fr,file://C:\Users\bgano\Desktop\project\agentic pipeline\reports\Senegal_ Aser_ DEVELOPMENT OF AN OPERATIONAL PLAN FOR THE IMPLEMENTATION OF THE “ACCES UNIVERSEL-SE4ALL” RURAL ELECTRIFICATION PROGRAM.pdf,3,2026-05-29T15:41:57.892608
